	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3	sw480-1	sw480-2	sw480-3	cds_length	gene_name
NM_020147	112	119	112	119	116	138	119	115	134	2047	THAP10
NM_020148	909	895	846	1297	1118	1416	1160	1256	1152	5402	SPIRE1
NM_020150	1525	1645	1563	1788	1545	1883	1671	1684	1816	3001	SAR1A
NM_020151	5717	5426	5046	5551	4941	5830	4805	4635	5025	3379	STARD7
NM_020152	18	21	15	31	16	30	24	25	25	1995	C21orf7
NM_020153	263	256	240	493	462	488	449	489	504	1875	IFT46
NM_020154	818	789	792	866	779	915	713	730	780	1053	EMC7
NM_020155	494	446	444	492	461	485	689	565	649	1804	GPR137
NM_020156	691	642	609	1114	893	1115	826	831	780	6237	C1GALT1
NM_020157	0	0	0	0	0	0	0	0	0	1477	OTOR
NM_020158	1152	1026	978	590	544	644	601	542	593	993	EXOSC5
NM_020159	798	764	822	993	800	1045	963	1036	1029	5114	SMARCAD1
NM_020160	99	97	100	429	416	461	845	804	757	2166	MEIS3
NM_020162	2491	2405	2368	2375	2186	2543	2389	2337	2449	5618	DHX33
NM_020163	6	1	3	32	28	33	39	49	41	4700	SEMA3G
NM_020164	412	380	356	462	445	443	260	279	325	3272	ASPH
NM_020165	478	474	464	530	505	591	881	846	928	5739	RAD18
NM_020166	776	697	660	805	659	855	749	744	731	2535	MCCC1
NM_020167	0	1	1	0	0	0	2	0	0	2064	NMUR2
NM_020168	238	209	204	34	35	44	60	60	52	3901	PAK6
NM_020169	0	1	0	0	1	1	0	1	1	1116	LXN
NM_020170	2764	2276	2208	1881	1765	1970	1882	1696	1826	3733	NCLN
NM_020175	1106	909	947	1071	1004	1050	1009	904	945	2111	DUS3L
NM_020177	645	608	642	673	563	691	596	591	615	5813	FEM1C
NM_020179	129	97	131	218	176	215	153	133	136	975	C11orf75
NM_020180	0	0	1	0	0	0	2	3	3	4054	CELF4
NM_020182	5454	4830	4662	512	420	521	658	577	636	4918	PMEPA1
NM_020183	2339	2220	2345	2426	2132	2482	2863	2439	2528	7411	ARNTL2
NM_020184	509	454	470	499	406	475	521	520	555	4800	CNNM4
NM_020185	153	139	134	257	171	183	242	254	223	1481	DUSP22
NM_020186	775	945	830	1010	927	1178	775	859	911	2057	ACN9
NM_020187	1204	1179	1216	1324	1162	1312	1264	1337	1322	1620	C3orf37
NM_020188	629	618	578	749	686	799	627	632	646	730	CMC2
NM_020189	1177	1229	1152	1263	1132	1352	1211	1245	1316	2931	ENY2
NM_020191	2236	2149	1935	2466	2195	2669	2282	2162	2281	1122	MRPS22
NM_020192	236	269	233	335	311	339	256	265	251	871	YAE1D1
NM_020193	668	623	626	755	681	789	787	848	842	5511	C11orf30
NM_020194	814	813	785	897	790	946	827	804	822	2011	MFF
NM_020195	451	374	425	977	857	1023	750	774	761	1231	SDR39U1
NM_020196	812	703	643	699	691	765	851	793	813	2655	XAB2
NM_020197	848	852	845	1216	1023	1337	1054	1064	1134	1685	SMYD2
NM_020198	1754	1767	1645	1639	1441	1776	1810	1837	1856	3419	CCDC47
NM_020199	1846	1731	1694	1044	862	1033	1222	1233	1170	2281	C5orf15
NM_020200	171	192	178	256	229	271	206	218	183	1926	PRTFDC1
NM_020201	42	36	33	152	133	161	143	152	103	1588	NT5M
NM_020202	456	444	436	474	463	532	765	822	812	1271	NIT2
NM_020204	1	0	0	1	1	2	8	10	6	2515	LHX9
NM_020205	518	488	455	542	469	540	550	523	565	6412	OTUD7B
NM_020208	299	265	279	6	7	5	5	5	5	5432	SLC6A20
NM_020209	3	3	1	2	2	4	0	6	3	2576	SHD
NM_020210	353	366	326	287	231	308	305	318	316	3814	SEMA4B
NM_020211	40	34	27	16	12	17	21	25	12	3227	RGMA
NM_020212	1	0	1	8	1	1	4	1	6	2409	WDR93
NM_020214	490	466	536	460	407	444	541	589	570	2626	PARP6
NM_020216	1069	975	919	891	808	873	931	889	877	2413	RNPEP
NM_020218	1084	952	923	890	841	906	1129	1110	1084	3614	ATXN7L3
NM_020219	18	19	20	25	24	37	13	23	17	2248	CEACAM19
NM_020223	1788	1623	1492	471	395	456	326	287	279	2780	FAM20C
NM_020225	53	53	62	69	56	60	73	73	72	4654	STOX2
NM_020226	12	10	10	1	1	0	4	5	1	4097	PRDM8
NM_020228	309	261	276	282	230	266	268	290	270	6322	PRDM10
NM_020230	393	380	331	351	332	357	326	283	331	1728	PPAN
NM_020232	1566	1568	1543	1524	1273	1577	1430	1345	1513	1124	PSMG2
NM_020233	126	125	114	124	112	132	102	97	109	1518	ADPRM
NM_020234	213	278	243	248	209	277	188	186	212	2750	DTWD1
NM_020235	1118	1126	1150	1111	928	1167	1503	1508	1523	8808	BBX
NM_020236	936	970	901	854	730	851	830	858	957	1359	MRPL1
NM_020238	2096	2077	1902	2167	1971	2232	2498	2491	2401	4134	INCENP
NM_020239	770	738	754	741	659	733	743	787	818	3047	CDC42SE1
NM_020240	1063	1012	965	934	788	1015	794	827	885	3656	CDC42SE2
NM_020242	931	949	873	1230	1033	1264	1500	1520	1543	4837	KIF15
NM_020243	2074	1948	1980	1843	1671	1908	1577	1629	1803	1379	TOMM22
NM_020244	600	602	579	731	627	724	503	461	477	1567	CHPT1
NM_020245	413	335	362	321	298	366	355	353	368	11119	TULP4
NM_020246	1640	1426	1426	686	606	782	886	831	852	3311	SLC12A9
NM_020247	559	525	478	465	425	466	550	515	516	2924	ADCK3
NM_020248	1154	1127	1099	241	242	281	232	240	239	2995	CTNNBIP1
NM_020251	498	467	459	543	497	523	653	643	653	7498	ARRB1
NM_020297	512	496	483	471	427	536	536	671	577	8324	ABCC9
NM_020299	52	39	49	2	3	4	1	0	0	1596	AKR1B10
NM_020300	1135	1128	1118	70	76	88	29	26	35	927	MGST1
NM_020307	1232	1175	1209	1204	998	1201	1153	1206	1217	2624	CCNL1
NM_020309	21	8	26	52	46	72	86	91	55	2976	SLC17A7
NM_020310	425	344	368	465	410	456	625	591	584	4842	MNT
NM_020311	1	0	1	11	5	4	7	5	5	2100	CXCR7
NM_020312	1035	953	948	901	746	946	797	830	808	1689	COQ9
NM_020313	1529	1482	1437	1570	1461	1663	1435	1564	1567	2105	CIAPIN1
NM_020314	154	126	161	386	333	380	459	460	428	3894	C16orf62
NM_020315	557	504	482	590	554	605	627	537	544	2005	PDXP
NM_020317	524	445	476	488	409	507	512	592	522	1465	C1orf63
NM_020319	605	515	543	844	740	919	829	791	825	2555	ANKMY2
NM_020320	841	857	830	1079	895	1055	1031	1065	1018	1832	RARS2
NM_020321	7	2	9	11	16	21	22	23	10	2314	ASIC3
NM_020322	6	2	9	7	15	21	18	23	7	2235	ASIC3
NM_020327	1035	927	905	928	860	1005	839	823	800	4516	ACVR1B
NM_020328	1041	935	916	936	868	1014	844	829	807	4687	ACVR1B
NM_020335	11	7	11	8	8	16	33	29	33	5352	VANGL2
NM_020336	1959	1800	1837	1860	1564	1881	2123	2216	2279	8636	RALGAPB
NM_020337	254	257	239	406	363	410	352	399	370	8797	ANKRD50
NM_020338	583	519	528	884	762	917	1040	1010	977	7555	ZMIZ1
NM_020340	391	364	369	463	358	454	317	355	355	14882	KIAA1244
NM_020342	775	768	719	591	458	575	568	574	550	5322	SLC39A10
NM_020343	941	899	815	656	554	686	819	863	791	9426	RALGAPA2
NM_020344	2	1	2	4	5	1	2	2	0	10840	SLC24A2
NM_020345	125	123	116	116	79	113	191	173	199	1995	NKIRAS1
NM_020347	415	470	432	547	482	634	738	706	739	3398	LZTFL1
NM_020349	64	64	83	14	17	30	8	7	8	1451	ANKRD2
NM_020350	607	451	543	560	479	565	680	643	637	1183	AGTRAP
NM_020353	6	5	6	1	0	1	0	2	1	3305	PLSCR4
NM_020354	244	217	234	201	164	189	189	168	177	8555	ENTPD7
NM_020356	26	8	13	179	165	177	61	77	85	3155	CASS4
NM_020357	1423	1524	1427	1599	1355	1604	2274	2394	2410	2239	PCNP
NM_020360	972	850	867	499	429	507	838	743	776	2069	PLSCR3
NM_020361	0	0	0	0	0	0	0	0	0	1904	CPA6
NM_020362	739	730	708	1062	942	928	674	684	645	1622	PITHD1
NM_020364_2	0	0	0	0	0	0	0	0	0	3516	DAZ3
NM_020365	591	635	556	714	602	717	520	558	511	2027	EIF2B3
NM_020366	3	1	5	21	18	42	3	1	2	3946	RPGRIP1
NM_020367	389	408	355	491	393	495	503	466	436	4492	PARP11
NM_020368	768	815	835	794	764	916	741	773	862	2073	UTP3
NM_020370	2	0	1	1	0	0	0	1	0	1509	GPR84
NM_020371	416	385	383	520	440	558	380	400	391	1531	AVEN
NM_020372	2	2	4	21	16	28	36	41	39	2003	SLC22A17
NM_020373	38	26	32	180	134	160	55	50	55	3717	ANO2
NM_020374	648	610	568	584	508	629	495	546	583	3819	C12orf4
NM_020375	597	629	661	903	737	908	757	746	772	8225	C12orf5
NM_020376	1666	1439	1452	1366	1233	1418	1837	1547	1524	2427	PNPLA2
NM_020378	1207	1072	1040	567	523	615	788	623	638	1350	NAT14
NM_020379	18	16	19	86	78	97	72	59	52	3201	MAN1C1
NM_020381	306	348	286	336	259	364	311	279	264	3552	PDSS2
NM_020382	829	765	736	1007	918	968	964	894	922	2751	SETD8
NM_020383	1090	1029	1061	859	719	881	710	762	813	2539	XPNPEP1
NM_020384	14	7	8	5	4	4	2	2	4	2987	CLDN2
NM_020385	1110	1019	999	998	878	977	1001	987	931	2360	REXO4
NM_020386	61	61	64	19	14	25	25	21	23	1063	HRASLS
NM_020387	0	0	0	0	0	0	0	0	0	1085	RAB25
NM_020389	0	0	0	0	0	0	0	0	0	2935	TRPC7
NM_020390	1101	1191	1011	2500	2049	2583	1540	1596	1547	5537	EIF5A2
NM_020393	1	0	2	0	0	0	0	0	0	1833	PGLYRP4
NM_020394	149	143	158	158	122	150	136	102	137	3377	ZNF695
NM_020395	484	429	435	489	461	500	380	451	464	1752	INTS12
NM_020396	2	2	2	2	1	1	0	2	0	887	BCL2L10
NM_020397	111	117	108	84	76	116	86	71	60	1722	CAMK1D
NM_020399	1037	1051	1054	863	696	925	816	872	822	4627	GOPC
NM_020400	37	31	35	96	84	104	130	147	143	2855	LPAR5
NM_020401	1660	1568	1563	1904	1717	2161	1902	1834	1913	3124	NUP107
NM_020402	19	17	28	13	11	17	21	17	25	1945	CHRNA10
NM_020403	0	0	0	0	0	0	0	0	0	6125	PCDH9
NM_020404	1	0	0	1	1	0	0	1	4	2558	CD248
NM_020405	11	13	7	5	2	3	5	6	4	6252	PLXDC1
NM_020406	2	1	2	4	0	2	1	0	0	2364	CD177
NM_020407	1	1	0	2	0	2	0	2	3	1814	RHBG
NM_020408	404	406	362	413	388	453	364	340	383	1486	LYRM4
NM_020409	1538	1618	1492	1677	1383	1629	1393	1312	1422	1180	MRPL47
NM_020410	972	865	905	837	811	870	1056	1008	1047	3864	ATP13A1
NM_020412	1474	1449	1411	1277	1159	1355	1405	1390	1455	3060	CHMP1B
NM_020414	4720	4790	4616	5187	4520	5313	4221	4292	4500	2948	DDX24
NM_020418	431	368	350	558	457	568	933	897	834	1946	PCBP4
NM_020420_3	0	0	0	0	0	0	0	0	0	3372	DAZ4
NM_020421	99	110	109	163	139	149	150	157	147	2234	ADCK1
NM_020422	200	197	193	199	168	206	138	149	168	1907	TMEM159
NM_020423	138	134	135	138	125	177	227	232	191	2928	SCYL3
NM_020424	907	953	835	843	782	941	672	693	664	1560	LYRM1
NM_020425	241	296	289	233	184	249	249	246	243	2413	SMIM8
NM_020428	614	516	514	1302	1165	1401	1204	1248	1237	3434	SLC44A2
NM_020429	1497	1403	1365	1545	1326	1511	1246	1299	1282	5763	SMURF1
NM_020431	142	152	162	158	139	169	150	155	139	5402	TMEM63C
NM_020432	1691	1686	1645	2006	1680	2157	1788	1782	1729	4996	PHTF2
NM_020433	633	547	604	163	161	157	274	216	257	4785	JPH2
NM_020435	28	14	13	28	18	26	46	56	51	2381	GJC2
NM_020436	41	27	28	15	10	14	14	8	11	3484	SALL4
NM_020437	102	111	108	68	53	48	71	71	61	3313	ASPHD2
NM_020438	630	552	626	637	583	665	709	678	623	2176	DOLPP1
NM_020439	2	1	0	0	0	0	0	0	1	2470	CAMK1G
NM_020440	1984	1905	1731	1257	1101	1226	1277	1267	1247	6160	PTGFRN
NM_020441	1610	1519	1454	2000	1707	2006	2345	2224	2211	1910	CORO1B
NM_020442	0	0	1	3	1	2	0	5	2	3607	VARS2
NM_020442_2	0	0	0	0	0	0	0	0	0	3607	VARS2
NM_020442_3	1	2	0	0	1	0	1	0	3	3607	VARS2
NM_020442_4	3	2	1	1	1	3	2	2	1	3607	VARS2
NM_020442_5	1	0	2	1	0	1	1	2	2	3607	VARS2
NM_020442_6	1	2	0	1	1	0	1	1	1	3607	VARS2
NM_020443	361	332	345	385	363	423	390	450	371	13023	NAV1
NM_020444	2691	2573	2451	3313	2761	3240	3236	3072	3040	2827	KIAA1191
NM_020445	298	327	290	636	553	631	521	460	483	2217	ACTR3B
NM_020447	485	535	539	570	538	606	612	676	565	3550	FAM219B
NM_020448	585	546	507	379	334	435	343	347	304	5426	NIPAL3
NM_020451	1369	1365	1330	3084	2655	3160	2166	2021	2074	4332	SEPN1
NM_020452	13	14	12	94	74	83	60	76	52	5858	ATP8B2
NM_020453	167	160	140	180	167	221	143	179	125	6550	ATP10D
NM_020455	386	387	354	93	70	87	76	94	91	6961	GPR126
NM_020456	709	700	651	517	456	600	554	525	511	3202	SPRYD7
NM_020457	715	639	645	593	560	639	707	690	696	1886	THAP11
NM_020458	1902	1745	1717	2005	1834	2134	1736	1708	1756	5158	TTC7A
NM_020459	291	304	297	205	170	208	180	186	151	6300	PAIP2B
NM_020461	870	666	814	655	650	645	810	891	789	6019	TUBGCP6
NM_020463	1895	1759	1778	1969	1764	1989	1812	1889	1832	4203	SMEK2
NM_020464	152	155	130	322	278	335	351	318	326	7490	NHSL1
NM_020465	108	112	117	186	171	196	262	286	234	3335	NDRG4
NM_020466	1045	1131	1140	1131	975	1241	990	1048	1066	5355	LYRM2
NM_020468	1805	1775	1764	1554	1301	1662	1552	1611	1554	3345	SNX14
NM_020469	2	1	2	3	1	3	10	7	13	1579	ABO
NM_020470	1206	991	1014	895	827	906	869	890	890	1121	YIF1A
NM_020473	336	329	323	333	282	352	324	331	323	2849	PIGA
NM_020474	608	639	592	782	654	748	587	627	629	3838	GALNT1
NM_020475	58	54	34	21	29	41	52	55	39	8157	ANK1
NM_020476	58	56	34	22	29	41	52	56	41	8232	ANK1
NM_020477	54	50	33	20	29	39	48	52	40	7746	ANK1
NM_020478	7	9	10	4	7	9	13	9	8	3296	ANK1
NM_020480	6	9	10	4	7	8	13	9	8	3095	ANK1
NM_020485	4	10	2	8	5	11	4	9	5	1618	RHCE
NM_020524	184	156	197	236	196	229	348	384	308	3196	PBXIP1
NM_020526	6	4	5	3	5	10	4	5	3	4996	EPHA8
NM_020528	16	8	17	5	5	2	20	22	14	1989	PCBP3
NM_020529	1550	1428	1396	291	280	367	328	308	307	1567	NFKBIA
NM_020531	5188	4835	4775	3765	3277	3912	4620	4587	4656	2221	APMAP
NM_020532	5290	5113	4892	5639	4890	5838	5317	4976	5281	4842	RTN4
NM_020533	191	165	157	179	166	181	198	206	203	2098	MCOLN1
NM_020536	387	367	372	302	275	327	480	508	515	3714	CSRP2BP
NM_020546	0	0	0	0	0	0	0	0	0	6553	ADCY2
NM_020548	2595	2761	2398	1934	1589	1836	1546	1709	1639	678	DBI
NM_020631	398	372	396	219	214	256	325	333	330	4644	PLEKHG5
NM_020632	11	17	17	14	16	10	16	16	10	3136	ATP6V0A4
NM_020633	3	2	7	4	1	3	2	4	1	1566	VN1R1
NM_020637	2	1	1	0	0	1	2	2	2	513	FGF22
NM_020638	1	0	0	0	0	0	0	0	0	3018	FGF23
NM_020639	1832	1766	1678	69	85	84	59	62	64	3872	RIPK4
NM_020640	817	862	834	964	761	950	923	940	900	3152	DCUN1D1
NM_020642	565	480	492	604	541	665	559	539	519	1308	AKIP1
NM_020643	1	3	1	1	0	2	4	2	4	1925	C11orf16
NM_020644	1215	1222	1185	861	816	940	841	798	856	1753	TMEM9B
NM_020645	343	317	340	599	518	607	454	472	493	3809	NRIP3
NM_020646	0	0	0	0	0	0	1	0	0	650	ASCL3
NM_020647	239	215	226	148	130	155	88	67	89	4373	JPH1
NM_020648	1712	1613	1637	2514	2164	2514	2241	2296	2119	3756	TWSG1
NM_020649	315	242	288	293	262	276	426	395	349	1546	CBX8
NM_020650	105	78	85	128	98	118	104	101	98	1854	RCN3
NM_020651	504	532	497	310	237	326	348	332	285	3767	PELI1
NM_020652	654	648	646	603	508	582	525	548	537	5545	ZNF286A
NM_020653	45	40	43	82	68	78	73	69	97	4278	ZNF287
NM_020654	49	53	51	95	83	100	228	213	203	4933	SENP7
NM_020655	6	10	3	62	51	61	134	128	114	4002	JPH3
NM_020657	1	1	1	0	0	0	0	1	0	4416	ZNF304
NM_020659	9	15	8	10	7	12	36	23	20	1904	TTYH1
NM_020662	880	895	827	686	619	753	726	653	615	3348	MRS2
NM_020664	165	142	154	132	129	134	163	121	122	1583	DECR2
NM_020665	8	13	7	17	17	17	17	12	16	1578	TMEM27
NM_020666	187	156	169	160	153	156	179	212	196	2507	CLK4
NM_020672	9	15	10	3	2	6	1	2	2	1060	S100A14
NM_020673	1198	1215	1104	977	894	1100	1257	1192	1280	8651	RAB22A
NM_020675	1221	1167	1178	1159	1027	1241	1167	1178	1221	1346	SPC25
NM_020676	304	296	275	1038	892	1061	989	968	888	2393	ABHD6
NM_020677	714	708	698	598	536	668	603	610	617	1362	NMRAL1
NM_020679	331	286	260	312	263	369	297	319	297	1419	MIF4GD
NM_020680	2164	1933	1997	1979	1817	2060	2052	1986	1962	2649	SCYL1
NM_020682	20	12	18	109	101	126	80	82	69	2466	AS3MT
NM_020686	84	58	55	407	326	380	326	353	304	4814	ABAT
NM_020689	2	1	1	9	6	7	14	11	5	3889	SLC24A3
NM_020690	3133	2864	3043	3631	3005	3612	3024	3315	3489	8349	ANKHD1-EIF4EBP3
NM_020692	2	5	4	15	7	20	37	28	21	3148	GALNTL1
NM_020693	1	0	0	2	1	1	1	1	2	6899	DSCAML1
NM_020695	747	596	624	545	484	589	741	611	591	4581	REXO1
NM_020696	1166	1046	1043	1312	1112	1381	1534	1535	1521	5141	KIAA1143
NM_020697	1	0	2	1	0	0	1	0	5	3166	KCNS2
NM_020698	98	107	87	18	17	27	43	41	47	5863	TMCC3
NM_020699	532	506	552	530	446	529	580	553	541	7476	GATAD2B
NM_020700	118	124	128	1200	881	1202	1080	1101	1082	6200	PPM1H
NM_020701	902	830	805	895	869	957	958	909	968	3778	ISY1
NM_020702	631	533	515	558	480	523	627	599	537	4202	KIAA1161
NM_020703	19	25	30	48	29	38	53	47	43	2471	AMIGO1
NM_020704	368	356	348	507	424	523	360	390	392	5114	STRIP2
NM_020705	354	386	341	278	289	291	299	282	286	6577	TBC1D24
NM_020706	1346	1168	1294	1552	1409	1645	1436	1449	1436	4269	SCAF4
NM_020709	0	0	0	1	0	0	0	1	0	4722	PNMAL2
NM_020710	1318	1223	1162	1190	1077	1268	1211	1160	1239	2648	LRRC47
NM_020713	353	275	312	233	211	228	462	505	411	5919	ZNF512B
NM_020714	51	47	38	65	63	70	65	78	51	6098	ZNF490
NM_020715	392	361	364	530	445	525	389	465	444	6540	PLEKHH1
NM_020716	6	5	5	6	5	9	14	18	6	2761	GRAMD1B
NM_020717	44	60	61	271	205	249	157	197	177	9560	SHROOM4
NM_020718	526	507	450	329	287	340	298	320	314	10698	USP31
NM_020719	1280	1064	1079	825	738	879	1224	1102	1068	6943	PRR12
NM_020722	233	241	226	443	341	468	278	316	269	7013	KIAA1211
NM_020724	0	0	0	0	0	0	0	0	0	4661	RNF150
NM_020725	314	306	331	632	611	679	484	532	494	5691	ATXN7L1
NM_020726	1415	1443	1399	1338	1177	1482	1036	1076	1058	8661	NLN
NM_020727	556	519	550	560	448	520	471	507	454	7414	ZNF295
NM_020728	3505	3162	3132	3459	2940	3493	3637	3445	3499	5957	ESYT2
NM_020729	226	197	212	97	70	109	170	192	179	4329	ODF2L
NM_020730	1144	1067	1064	765	674	841	661	722	666	5076	DLG3
NM_020731	283	228	201	153	110	125	279	283	249	5660	AHRR
NM_020732	949	872	830	1034	895	1091	1037	1033	1066	9638	ARID1B
NM_020733	1154	1050	1015	1941	1641	2006	2067	2285	2097	9156	HEG1
NM_020734	484	444	480	604	523	642	674	740	723	5830	RIMKLB
NM_020738	1108	1004	961	1383	1081	1380	1427	1489	1493	7361	KIDINS220
NM_020739	364	389	374	475	416	535	486	389	421	6849	CCPG1
NM_020741	2	1	2	6	4	4	6	8	6	1712	KIAA1257
NM_020744	452	420	459	633	541	667	571	598	609	1857	MTA3
NM_020745	611	510	541	568	490	585	602	636	606	4782	AARS2
NM_020746	2270	1997	2178	1626	1299	1619	2249	2243	2111	11771	MAVS
NM_020747	620	575	589	473	333	427	471	477	479	5645	ZNF608
NM_020748	408	400	387	674	515	591	627	722	685	5881	INTS2
NM_020749	606	576	519	121	107	135	86	70	81	3803	MTUS1
NM_020750	2405	2262	2366	2273	1968	2388	1949	2005	2133	5364	XPO5
NM_020751	725	720	665	590	486	568	590	586	538	3609	COG6
NM_020752	90	86	94	32	26	33	35	38	33	6662	GPR158
NM_020753	565	466	537	431	387	439	535	508	513	4978	CASKIN2
NM_020754	122	131	125	238	179	220	189	193	165	8079	ARHGAP31
NM_020755	1242	1264	1243	1420	1152	1428	1692	1764	1700	3128	SERINC1
NM_020759	270	223	235	180	197	228	231	300	265	15584	STARD9
NM_020760	1	3	3	2	0	1	3	4	3	6926	HECW2
NM_020761	1126	1079	1014	707	651	764	824	706	730	6856	RPTOR
NM_020762	179	164	185	116	115	140	85	89	89	8475	SRGAP1
NM_020764	530	404	437	311	278	324	431	357	365	5695	CASKIN1
NM_020765	3812	3074	3138	3801	2946	4119	3245	3936	3923	15882	UBR4
NM_020768	0	1	2	2	0	1	3	0	2	5183	KCTD16
NM_020769	3	2	2	1	0	0	2	0	0	5426	RGAG1
NM_020770	600	542	576	54	52	68	69	53	68	5101	CGN
NM_020771	184	184	166	176	150	209	197	226	193	4576	HACE1
NM_020772	3304	3250	3360	3951	3267	4106	3197	3638	3413	10880	NUFIP2
NM_020773	1941	1865	1819	1993	1767	2070	1856	1893	1836	5009	TBC1D14
NM_020774	1337	1372	1289	2361	1867	2537	2076	2286	2169	9306	MIB1
NM_020775	38	28	27	70	62	88	50	33	40	7032	KIAA1324
NM_020776	34	35	29	22	23	39	23	28	30	4854	KIAA1328
NM_020777	294	240	250	18	10	13	28	29	26	6053	SORCS2
NM_020778	4	5	7	4	3	2	7	4	2	10917	ALPK3
NM_020779	1207	1127	1143	1154	896	1135	910	920	989	6911	WDR35
NM_020780	5	1	0	10	8	6	17	14	11	5214	PTCHD2
NM_020781	282	306	284	369	331	433	313	335	319	5492	ZNF398
NM_020782	1081	1025	1016	1241	1048	1259	1316	1486	1406	6469	KLHDC5
NM_020784	223	255	245	226	194	216	159	169	172	4641	TXNDC16
NM_020785	59	61	52	61	79	76	55	48	53	1665	CC2D2A
NM_020786	554	535	520	218	208	227	173	192	172	7030	PDP2
NM_020787	37	38	35	41	40	30	64	65	72	4244	ZNF624
NM_020789	45	30	44	15	32	30	32	25	28	3996	IGSF9
NM_020791	2716	2495	2547	3130	2562	3356	3256	3534	3499	12081	TAOK1
NM_020792	1157	1164	1045	857	667	848	703	712	729	4291	NCEH1
NM_020794	0	1	1	0	0	0	0	0	0	6245	LRRC7
NM_020795	424	368	380	837	702	830	1204	1348	1175	4642	NLGN2
NM_020796	10	13	5	8	5	8	11	8	10	6860	SEMA6A
NM_020798	136	122	109	122	120	104	162	183	135	4311	USP35
NM_020799	394	373	376	555	481	517	401	386	455	2094	STAMBPL1
NM_020800	829	862	824	881	666	862	844	884	856	4306	IFT80
NM_020801	229	203	199	367	320	373	332	335	347	4161	ARRDC3
NM_020802	51	62	64	58	53	65	45	55	39	7043	KIAA1377
NM_020803	537	552	502	599	473	604	510	541	512	4576	KLHL8
NM_020804	3	4	7	17	12	16	12	22	22	4301	PACSIN1
NM_020805	1	0	1	0	0	0	1	1	1	4261	KLHL14
NM_020806	544	505	563	549	467	500	426	421	438	4302	GPHN
NM_020807	195	185	183	198	168	243	216	209	224	4220	ZNF319
NM_020808	153	150	127	757	638	753	466	445	499	6488	SIPA1L2
NM_020809	0	0	0	1	0	0	0	2	0	6196	ARHGAP20
NM_020810	590	613	536	638	550	589	453	444	471	5281	TRMT5
NM_020811	15	19	20	62	53	42	121	138	89	3942	CARNS1
NM_020812	177	130	165	269	255	322	220	262	221	6400	DOCK6
NM_020813	2	0	3	0	2	3	2	2	2	4966	ZNF471
NM_020814	696	654	633	1292	1217	1374	1101	1015	1190	4450	Mar-04
NM_020816	6	11	11	42	48	51	58	40	53	3778	KIF17
NM_020817	32	24	25	8	10	12	23	11	21	3976	KIAA1407
NM_020818	5	7	7	5	2	2	7	2	6	8471	UNC79
NM_020819	283	286	280	152	101	146	124	137	117	5594	FAM135A
NM_020820	274	243	230	296	276	316	380	355	332	6633	PREX1
NM_020821	878	758	776	848	681	895	685	801	756	13419	VPS13C
NM_020822	1	2	1	6	10	3	5	9	7	4768	KCNT1
NM_020823	1133	1011	1038	1497	1256	1573	1452	1412	1477	5397	TMEM181
NM_020824	1308	1230	1164	1509	1294	1557	1279	1364	1326	7167	ARHGAP21
NM_020825	675	596	597	618	601	654	805	816	733	7673	CRAMP1L
NM_020826	7	7	12	44	40	61	22	27	22	5157	SYT13
NM_020827	1339	1451	1312	1733	1545	1827	1247	1257	1224	4879	KIAA1430
NM_020828	183	196	198	212	186	229	232	244	244	4087	ZFP28
NM_020829	452	434	415	414	349	393	441	434	425	6773	KIAA1432
NM_020830	819	843	801	720	597	741	786	834	786	4607	WDFY1
NM_020831	484	494	506	664	587	681	662	641	705	4490	MKL1
NM_020832	495	484	460	605	471	645	722	741	691	4508	ZNF687
NM_020834	181	158	194	266	224	275	197	224	224	3741	HOMEZ
NM_020836	13	10	11	83	72	94	78	58	56	2676	BEGAIN
NM_020839	636	588	575	716	618	655	970	942	932	3691	WDR48
NM_020840	205	157	155	245	186	270	186	207	192	5786	FNIP2
NM_020841	1678	1706	1615	2462	1915	2448	2207	2151	2181	7241	OSBPL8
NM_020843	155	145	131	189	163	198	165	168	168	4709	SCAPER
NM_020844	12	9	12	72	53	50	39	43	36	9588	KIAA1456
NM_020845	278	232	258	284	244	299	272	282	293	6736	PITPNM2
NM_020846	873	966	873	847	748	928	1004	968	966	6011	SLAIN2
NM_020848	156	174	140	215	145	192	134	124	98	9300	KIAA1462
NM_020850	491	529	479	615	495	586	591	611	576	5305	RANBP10
NM_020851	1	4	3	4	7	4	10	13	10	4386	ISLR2
NM_020853	259	260	220	244	182	207	195	203	210	4711	KIAA1467
NM_020854	312	293	231	287	233	293	288	361	294	5454	KIAA1468
NM_020855	32	41	37	71	58	64	59	55	56	4245	ZNF492
NM_020856	49	31	34	6	4	5	57	68	54	4913	TSHZ3
NM_020857	556	526	468	693	656	660	597	644	646	3895	VPS18
NM_020859	3043	2701	2715	3223	2602	3190	4481	4164	4288	11019	SHROOM3
NM_020860	365	366	350	353	282	346	414	405	461	5154	STIM2
NM_020861	740	683	654	874	749	826	842	839	900	3086	ZBTB2
NM_020862	215	150	154	149	147	167	202	135	140	3132	LRFN1
NM_020863	230	182	193	166	172	200	185	192	213	4612	ZFAT
NM_020864	5	5	6	7	13	9	5	1	9	4590	NYAP2
NM_020865	1704	1668	1686	1875	1681	1946	1615	1647	1654	3611	DHX36
